GENESIS-Tabelle: 11111-0002
Gebietsfläche: Kreise, Stichtag;;;;;;;;;;;;;;;;;;;;;;;
Feststellung des Gebietsstands;;;;;;;;;;;;;;;;;;;;;;;
Gebietsfläche (qkm);;;;;;;;;;;;;;;;;;;;;;;
;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
;;31.12.1995;31.12.1996;31.12.1997;31.12.1998;31.12.1999;31.12.2000;31.12.2001;31.12.2002;31.12.2003;31.12.2004;31.12.2005;31.12.2006;31.12.2007;31.12.2008;31.12.2009;31.12.2010;31.12.2011;31.12.2012;31.12.2013;31.12.2014;31.12.2015;31.12.2016
12071;Spree-Neiße, Landkreis;1661,54;1661,55;1661,58;1661,60;1661,61;1661,63;1661,66;1661,72;1647,87;1647,89;1647,90;1647,92;1647,97;1648,00;1648,04;1647,99;1648,00;1648,29;1657,43;1657,43;1657,43;1656,97
12072;Teltow-Fläming, Landkreis;2091,52;2091,89;2091,90;2091,92;2091,95;2091,98;2092,01;2092,03;2092,03;2092,05;2092,10;2092,24;2092,25;2092,26;2092,30;2092,31;2092,35;2092,38;2104,20;2104,20;2104,22;2104,23
12073;Uckermark, Landkreis;3058,22;3058,19;3058,15;3058,08;3058,09;3058,13;3058,25;3058,22;3058,13;3058,04;3058,10;3058,12;3058,21;3058,21;3058,28;3058,35;3058,41;3058,74;3076,90;3076,92;3076,92;3076,89
13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);50,17;50,17;50,17;50,19;50,19;50,18;50,26;50,33;50,33;50,47;50,50;50,50;50,51;50,51;50,51;50,51;-;-;-;-;-;-
13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);85,66;85,66;85,67;85,67;85,67;85,66;85,64;85,64;85,65;85,64;85,65;85,65;85,65;85,66;85,66;85,66;-;-;-;-;-;-
13003;Rostock, kreisfreie Stadt;180,62;180,62;180,63;180,63;180,67;180,97;180,99;180,99;181,03;181,07;181,44;181,39;181,42;181,43;181,26;181,26;181,26;181,27;181,26;181,26;181,26;181,36
13004;Schwerin, kreisfreie Stadt;130,14;130,15;130,31;130,31;130,33;130,34;130,38;130,46;130,46;130,46;130,46;130,52;130,53;130,53;130,53;130,53;130,53;130,53;130,52;130,52;130,52;130,52
13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);38,68;38,67;38,75;38,87;38,88;38,90;38,90;38,90;38,97;38,97;38,97;38,98;39,02;39,02;39,05;39,07;-;-;-;-;-;-
13006;Wismar, kreisfreie Stadt (bis 03.09.2011);41,55;41,54;41,53;41,52;41,53;41,53;41,71;41,71;41,71;41,63;41,63;41,63;41,62;41,63;41,63;41,63;-;-;-;-;-;-
13051;Bad Doberan, Landkreis (bis 03.09.2011);1361,74;1361,64;1361,66;1361,66;1361,73;1361,92;1361,96;1361,97;1362,02;1362,03;1362,00;1362,28;1362,37;1362,34;1362,39;1362,40;-;-;-;-;-;-
13052;Demmin, Landkreis (bis 03.09.2011);1921,38;1921,40;1921,44;1921,47;1921,54;1921,55;1921,47;1921,48;1921,46;1921,46;1921,50;1921,49;1921,58;1921,66;1922,00;1922,12;-;-;-;-;-;-
13053;Güstrow, Landkreis (bis 03.09.2011);2057,65;2057,68;2057,70;2057,72;2057,74;2057,78;2057,78;2057,80;2057,80;2057,82;2058,00;2058,22;2058,54;2058,60;2058,74;2058,76;-;-;-;-;-;-
13054;Ludwigslust, Landkreis (bis 03.09.2011);2517,43;2516,59;2516,61;2516,79;2516,81;2516,79;2516,86;2516,88;2516,93;2516,91;2517,00;2517,08;2517,28;2517,40;2517,74;2517,92;-;-;-;-;-;-
13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);2089,16;2089,19;2089,15;2089,17;2089,17;2089,39;2089,09;2089,11;2089,44;2089,51;2089,60;2089,68;2089,89;2089,87;2089,87;2089,87;-;-;-;-;-;-
13056;Müritz, Landkreis (bis 03.09.2011);1713,63;1713,67;1713,34;1713,34;1713,34;1713,32;1713,30;1713,32;1713,28;1713,34;1713,30;1713,61;1713,60;1713,65;1713,77;1713,82;-;-;-;-;-;-
13057;Nordvorpommern, Landkreis (bis 03.09.2011);2167,20;2167,65;2167,64;2167,65;2167,70;2167,91;2167,88;2167,83;2167,94;2170,98;2171,60;2171,85;2171,99;2172,14;2172,94;2173,50;-;-;-;-;-;-
13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);2074,98;2075,05;2074,89;2074,91;2075,01;2075,15;2075,23;2075,33;2075,49;2075,70;2075,70;2075,73;2075,85;2076,17;2076,21;2076,47;-;-;-;-;-;-
13059;Ostvorpommern, Landkreis (bis 03.09.2011);1939,97;1940,08;1940,20;1909,89;1909,90;1909,99;1909,96;1910,03;1910,03;1910,74;1910,50;1910,65;1910,67;1910,71;1911,23;1911,41;-;-;-;-;-;-
13060;Parchim, Landkreis (bis 03.09.2011);2232,73;2232,75;2232,82;2232,83;2232,84;2232,80;2232,74;2232,91;2232,77;2232,82;2232,90;2232,90;2233,16;2233,15;2233,18;2233,45;-;-;-;-;-;-
13061;Rügen, Landkreis (bis 03.09.2011);973,89;973,86;973,90;974,11;974,16;974,13;974,53;974,56;974,62;974,66;974,94;975,67;977,17;977,20;977,68;977,68;-;-;-;-;-;-
13062;Uecker-Randow, Landkreis (bis 03.09.2011);1593,71;1593,73;1593,75;1624,21;1624,22;1624,24;1624,22;1624,21;1624,20;1624,24;1624,30;1624,55;1624,55;1624,62;1624,61;1624,70;-;-;-;-;-;-
13071;Mecklenburgische Seenplatte, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5469,78;5469,90;5470,03;5470,35;5470,35;5495,63
13072;Rostock, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3421,20;3421,36;3422,23;3422,51;3422,52;3431,29
13073;Vorpommern-Rügen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3191,69;3207,11;3207,22;3207,37;3207,38;3214,45
13074;Nordwestmecklenburg, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2118,20;2118,26;2118,45;2118,51;2118,52;2127,12
13075;Vorpommern-Greifswald, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3929,00;3929,59;3929,48;3929,73;3929,73;3945,58
13076;Ludwigslust-Parchim, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4751,51;4751,54;4751,86;4752,44;4752,46;4766,78
14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);143,00;143,01;175,67;175,67;220,85;220,85;220,85;220,86;220,86;220,85;220,86;220,86;220,85;-;-;-;-;-;-;-;-;-
14166;Plauen, kreisfreie Stadt (bis 31.07.2008);68,05;68,05;68,05;68,05;102,11;102,11;102,11;102,11;102,12;102,12;102,12;102,12;102,12;-;-;-;-;-;-;-;-;-
14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);59,87;73,48;73,48;73,48;91,40;102,51;102,51;102,41;102,54;102,54;102,54;102,54;102,54;-;-;-;-;-;-;-;-;-
14171;Annaberg, Landkreis (bis 31.07.2008);438,17;438,17;438,17;438,17;438,16;438,16;438,17;438,17;438,17;438,17;438,17;438,17;438,16;-;-;-;-;-;-;-;-;-
14173;Chemnitzer Land, Landkreis (bis 31.07.2008);368,49;368,46;368,45;368,42;335,50;335,50;335,50;335,51;335,50;335,50;335,49;335,49;335,47;-;-;-;-;-;-;-;-;-
14177;Freiberg, Landkreis (bis 31.07.2008);913,38;913,37;913,52;913,53;913,53;913,53;913,54;913,53;913,66;913,59;913,79;913,77;913,88;-;-;-;-;-;-;-;-;-
14178;Vogtlandkreis (bis 31.07.2008);1343,85;1343,86;1343,87;1343,89;1309,84;1309,84;1309,84;1309,84;1309,83;1309,84;1309,90;1309,85;1309,77;-;-;-;-;-;-;-;-;-
14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);608,66;608,58;595,35;595,35;595,34;595,34;595,36;595,33;595,36;595,36;595,37;595,34;595,36;-;-;-;-;-;-;-;-;-
14182;Mittweida, Landkreis (bis 31.07.2008);779,22;785,44;785,44;785,43;773,18;773,18;773,18;773,17;773,20;773,20;773,20;773,35;773,83;-;-;-;-;-;-;-;-;-
14188;Stollberg, Landkreis (bis 31.07.2008);286,00;286,08;266,54;266,49;266,49;266,49;266,49;266,49;266,49;266,49;266,49;266,49;266,48;-;-;-;-;-;-;-;-;-
14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);528,23;528,23;528,25;528,24;528,24;528,24;528,25;528,24;528,24;528,33;528,33;528,32;528,32;-;-;-;-;-;-;-;-;-
14193;Zwickauer Land, Landkreis (bis 31.07.2008);553,76;540,14;540,12;540,12;522,20;511,09;511,09;511,18;511,05;511,05;511,03;511,29;511,30;-;-;-;-;-;-;-;-;-
14262;Dresden, kreisfreie Stadt (bis 31.07.2008);225,76;225,79;237,22;237,24;328,30;328,30;328,31;328,30;328,29;328,30;328,30;328,30;328,31;-;-;-;-;-;-;-;-;-
14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);44,11;44,11;44,11;44,23;67,22;67,22;67,22;67,22;67,22;67,22;67,22;67,22;67,22;-;-;-;-;-;-;-;-;-
14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);80,92;81,94;82,35;87,82;86,09;94,76;94,76;94,75;94,76;94,76;94,76;94,76;95,06;-;-;-;-;-;-;-;-;-
14272;Bautzen, Landkreis (bis 31.07.2008);955,38;955,46;955,45;955,45;955,46;955,46;955,46;955,48;955,47;955,47;961,12;961,13;961,11;-;-;-;-;-;-;-;-;-
14280;Meißen, Landkreis (bis 31.07.2008);698,91;698,91;687,48;652,04;631,67;631,67;631,69;631,71;631,69;631,69;631,69;631,69;631,69;-;-;-;-;-;-;-;-;-
14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);1357,34;1357,21;1357,24;1363,22;1340,23;1340,23;1340,24;1340,26;1340,25;1340,27;1340,30;1340,34;1340,36;-;-;-;-;-;-;-;-;-
14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);820,49;820,49;820,49;820,51;820,51;820,51;820,51;820,50;820,52;820,53;820,54;820,66;820,69;-;-;-;-;-;-;-;-;-
14286;Löbau-Zittau, Landkreis (bis 31.07.2008);698,50;698,50;698,51;698,51;698,51;698,52;698,51;698,50;698,52;698,53;698,54;698,51;698,47;-;-;-;-;-;-;-;-;-
14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);929,10;929,02;929,02;929,02;887,87;887,88;887,89;887,90;887,90;887,89;887,89;887,89;887,94;-;-;-;-;-;-;-;-;-
14290;Weißeritzkreis (bis 31.07.2008);732,02;732,02;732,00;767,46;765,60;765,59;765,62;765,64;765,62;765,71;765,71;765,74;765,73;-;-;-;-;-;-;-;-;-
14292;Kamenz, Landkreis (bis 31.07.2008);1387,64;1386,77;1386,37;1374,81;1348,94;1340,30;1340,31;1340,37;1340,38;1340,38;1334,70;1334,74;1334,48;-;-;-;-;-;-;-;-;-
14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);153,08;158,27;175,65;179,75;290,45;297,54;297,62;297,61;297,61;297,60;297,60;297,60;297,36;-;-;-;-;-;-;-;-;-
14374;Delitzsch, Landkreis (bis 31.07.2008);778,83;778,86;778,87;778,90;837,32;852,09;852,11;852,08;852,12;852,16;851,93;852,23;852,47;-;-;-;-;-;-;-;-;-
14375;Döbeln, Landkreis (bis 31.07.2008);423,97;423,95;423,95;423,95;423,93;423,93;423,93;423,90;423,91;423,90;424,34;424,34;424,68;-;-;-;-;-;-;-;-;-
14379;Leipziger Land, Landkreis (bis 31.07.2008);991,24;979,97;962,01;958,45;773,79;751,97;752,00;752,07;752,11;752,12;752,20;752,27;752,28;-;-;-;-;-;-;-;-;-
14383;Muldentalkreis (bis 31.07.2008);876,98;876,98;876,98;877,01;892,60;892,61;892,62;892,63;893,04;893,73;894,02;894,50;894,50;-;-;-;-;-;-;-;-;-
14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);1167,51;1167,52;1167,49;1167,51;1167,50;1167,52;1167,52;1167,53;1167,54;1167,53;1167,50;1167,59;1167,61;-;-;-;-;-;-;-;-;-
14511;Chemnitz, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;220,85;220,84;220,84;220,84;220,86;220,86;220,86;221,05;221,05
14521;Erzgebirgskreis;-;-;-;-;-;-;-;-;-;-;-;-;-;1828,33;1828,36;1828,37;1828,38;1828,39;1828,43;1828,45;1827,90;1827,90
14522;Mittelsachsen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;2113,41;2113,41;2113,40;2113,39;2113,40;2113,40;2113,42;2116,32;2116,85
14523;Vogtlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;1411,90;1411,89;1411,90;1411,90;1411,90;1411,90;1411,91;1412,42;1412,43
14524;Zwickau, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;949,32;949,33;949,30;949,31;949,31;949,27;949,27;949,79;949,79
14612;Dresden, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;328,31;328,31;328,31;328,31;328,31;328,31;328,31;328,48;328,48
14625;Bautzen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;2390,66;2390,67;2390,69;2390,70;2390,72;2390,74;2390,74;2395,60;2395,60
14626;Görlitz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;2106,06;2106,18;2106,19;2106,20;2106,24;2106,30;2106,32;2111,42;2111,42
14627;Meißen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;1452,37;1452,39;1452,39;1452,39;1452,39;1452,39;1452,39;1454,59;1454,59
14628;Sächsische Schweiz-Osterzgebirge, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;1653,69;1653,67;1653,69;1653,69;1653,69;1653,70;1653,72;1654,18;1654,18
14713;Leipzig, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;297,36;297,36;297,36;297,37;297,39;297,39;297,39;297,80;297,80
14729;Leipzig, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;1647,07;1647,08;1647,06;1647,07;1647,10;1647,12;1647,14;1651,39;1651,32
14730;Nordsachsen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;2020,15;2020,21;2020,23;2020,28;2020,32;2020,35;2020,34;2028,42;2028,56
15001;Dessau-Roßlau, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;244,64;244,64;244,63;244,65;244,74;244,74;244,74;244,74;244,74;244,75
15002;Halle (Saale), kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;135,02;135,02;135,02;135,02;135,03;135,01;135,01;135,02;135,02;135,02
15003;Magdeburg, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;200,97;200,97;200,78;200,99;200,99;201,00;201,00;201,00;201,00;201,01
15081;Altmarkkreis Salzwedel;-;-;-;-;-;-;-;-;-;-;-;-;2292,48;2292,63;2292,61;2292,81;2293,04;2293,05;2293,05;2293,04;2293,05;2293,05
15082;Anhalt-Bitterfeld, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;1452,72;1452,76;1453,03;1453,25;1453,24;1453,42;1453,51;1453,53;1453,53;1453,54
15083;Börde, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;2366,16;2366,22;2366,55;2366,49;2366,59;2366,62;2366,64;2366,65;2366,65;2366,59
15084;Burgenlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;1413,48;1413,47;1413,62;1413,63;1413,64;1413,66;1413,69;1413,68;1413,69;1413,70
15085;Harz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;2104,11;2104,21;2104,35;2104,39;2104,42;2104,48;2104,55;2104,52;2104,52;2104,53
15086;Jerichower Land, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;1576,74;1576,77;1576,74;1576,73;1576,74;1576,77;1576,77;1576,84;1576,85;1576,85
15087;Mansfeld-Südharz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;1448,73;1448,72;1448,77;1448,70;1448,78;1448,79;1448,82;1448,82;1448,84;1448,85
15088;Saalekreis;-;-;-;-;-;-;-;-;-;-;-;-;1433,23;1433,39;1433,40;1433,43;1433,44;1433,43;1433,66;1433,66;1433,67;1433,71
15089;Salzlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;1425,89;1425,87;1426,30;1426,32;1426,43;1426,44;1426,68;1426,73;1426,73;1426,83
15090;Stendal, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;2423,02;2423,05;2423,07;2423,07;2423,15;2423,14;2423,15;2423,14;2423,14;2423,24
15091;Wittenberg, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;1929,86;1929,92;1929,98;1930,06;1930,06;1930,09;1930,30;1930,30;1930,30;1930,45
15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;147,96;147,97;147,97;147,98;147,98;147,99;147,99;148,05;148,05;182,81;182,83;-;-;-;-;-;-;-;-;-;-
15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;1225,32;1225,34;1225,35;1225,36;1225,36;1225,48;1225,50;1225,53;1225,54;1131,80;1131,76;-;-;-;-;-;-;-;-;-;-
15153;Bernburg, Landkreis (bis 30.06.2007);-;413,88;413,86;413,86;413,72;413,72;413,70;413,56;413,57;413,58;413,63;413,63;-;-;-;-;-;-;-;-;-;-
15154;Bitterfeld, Landkreis (bis 30.06.2007);-;504,54;504,54;504,54;504,55;504,47;504,48;504,51;504,54;504,61;509,96;509,94;-;-;-;-;-;-;-;-;-;-
15159;Köthen, Landkreis (bis 30.06.2007);-;480,37;480,37;480,38;480,39;480,40;480,40;480,37;480,40;480,41;475,11;475,10;-;-;-;-;-;-;-;-;-;-
15171;Wittenberg, Landkreis (bis 30.06.2007);-;1507,93;1507,95;1507,97;1507,99;1508,01;1508,01;1508,04;1508,10;1508,25;1508,30;1508,35;-;-;-;-;-;-;-;-;-;-
15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;134,97;134,57;134,99;135,00;134,99;134,99;135,00;135,00;135,01;135,01;135,02;-;-;-;-;-;-;-;-;-;-
15256;Burgenlandkreis (bis 30.06.2007);-;1040,98;1040,95;1040,95;1040,94;1040,94;1040,95;1040,91;1040,98;1041,02;1041,00;1041,08;-;-;-;-;-;-;-;-;-;-
15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;758,66;758,69;758,70;758,72;758,72;758,71;758,75;758,79;758,78;758,79;758,86;-;-;-;-;-;-;-;-;-;-
15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;804,61;804,63;804,65;804,65;804,65;804,66;804,70;804,70;827,22;827,26;827,28;-;-;-;-;-;-;-;-;-;-
15265;Saalkreis (bis 30.06.2007);-;628,23;628,24;628,25;628,26;628,28;628,29;628,25;628,34;605,90;605,92;605,90;-;-;-;-;-;-;-;-;-;-
15266;Sangerhausen, Landkreis (bis 30.06.2007);-;689,65;689,66;689,68;689,71;689,72;689,73;689,76;689,75;689,76;689,77;689,79;-;-;-;-;-;-;-;-;-;-
15268;Weißenfels, Landkreis (bis 30.06.2007);-;372,51;372,51;372,46;372,42;372,42;372,41;372,43;372,44;372,48;372,50;372,37;-;-;-;-;-;-;-;-;-;-
15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;192,96;192,94;192,79;192,81;192,82;200,94;200,93;200,93;200,94;200,95;200,96;-;-;-;-;-;-;-;-;-;-
15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;654,69;654,71;654,70;654,69;654,68;654,69;654,70;654,73;654,75;654,76;654,76;-;-;-;-;-;-;-;-;-;-
15355;Bördekreis (bis 30.06.2007);-;880,47;880,48;880,52;880,52;880,54;872,43;872,42;872,41;872,44;872,47;872,49;-;-;-;-;-;-;-;-;-;-
15357;Halberstadt, Landkreis (bis 30.06.2007);-;665,31;665,15;665,14;665,16;665,06;664,99;664,86;664,89;664,90;664,92;664,91;-;-;-;-;-;-;-;-;-;-
15358;Jerichower Land, Landkreis (bis 30.06.2007);-;1336,53;1336,54;1336,58;1336,61;1336,63;1336,63;1336,72;1336,78;1336,78;1395,80;1395,85;-;-;-;-;-;-;-;-;-;-
15362;Ohrekreis (bis 30.06.2007);-;1493,91;1493,79;1493,79;1493,76;1493,62;1493,61;1493,62;1493,65;1493,70;1493,70;1493,64;-;-;-;-;-;-;-;-;-;-
15363;Stendal, Landkreis (bis 30.06.2007);-;2422,98;2422,85;2422,94;2423,00;2422,98;2423,04;2423,04;2422,94;2422,96;2423,00;2422,97;-;-;-;-;-;-;-;-;-;-
15364;Quedlinburg, Landkreis (bis 30.06.2007);-;540,09;540,10;540,27;540,28;540,30;540,36;540,36;540,37;540,38;540,38;540,35;-;-;-;-;-;-;-;-;-;-
15367;Schönebeck, Landkreis (bis 30.06.2007);-;460,45;460,44;460,46;460,47;460,49;460,51;460,36;460,41;460,43;460,44;460,45;-;-;-;-;-;-;-;-;-;-
15369;Wernigerode, Landkreis (bis 30.06.2007);-;798,24;798,13;797,70;797,63;797,66;797,60;795,73;795,72;795,72;795,73;795,74;-;-;-;-;-;-;-;-;-;-
15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;2292,02;2292,04;2292,13;2292,14;2292,14;2292,17;2292,21;2292,29;2292,30;2292,40;2292,54;-;-;-;-;-;-;-;-;-;-
16051;Erfurt, kreisfreie Stadt;269,08;269,08;269,08;269,12;269,14;269,15;269,14;269,18;269,17;269,11;269,12;269,12;269,10;269,09;269,13;269,14;269,14;269,15;269,15;269,88;269,91;269,91
16052;Gera, kreisfreie Stadt;151,94;151,97;151,97;151,96;151,93;151,92;151,92;151,93;151,93;151,93;151,92;151,92;151,92;151,92;151,92;151,92;151,92;151,92;151,92;152,19;152,19;152,19
16053;Jena, kreisfreie Stadt;114,22;114,20;114,20;114,22;114,22;114,23;114,24;114,25;114,47;114,48;114,48;114,48;114,48;114,47;114,47;114,47;114,48;114,48;114,48;114,76;114,76;114,76
16054;Suhl, kreisfreie Stadt;102,74;102,73;102,73;102,73;102,70;102,70;102,70;102,70;102,70;102,70;102,70;102,70;102,71;102,71;102,70;102,71;102,71;102,71;102,71;103,02;103,03;103,03
16055;Weimar, kreisfreie Stadt;84,24;84,26;84,27;84,27;84,27;84,27;84,27;84,25;84,26;84,17;84,17;84,19;84,19;84,19;84,19;84,19;84,19;84,19;84,19;84,48;84,48;84,48
16056;Eisenach, kreisfreie Stadt;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;103,84;104,17;104,17;104,17
16061;Eichsfeld, Landkreis;939,70;939,80;939,82;939,84;939,83;939,83;939,82;939,85;939,81;939,82;939,83;939,83;939,80;939,82;940,04;940,06;940,09;940,12;940,13;943,07;943,07;943,07
16062;Nordhausen, Landkreis;710,88;710,88;710,89;710,89;710,90;710,90;710,91;710,89;710,91;710,91;710,94;710,91;710,92;710,92;710,97;711,00;711,02;711,03;711,02;713,92;713,91;713,91
16063;Wartburgkreis;1304,80;1304,83;1304,79;1304,84;1304,75;1304,83;1304,84;1304,83;1304,84;1304,84;1304,80;1304,85;1304,87;1304,85;1304,86;1304,86;1304,86;1304,87;1304,87;1307,43;1307,43;1307,43
16064;Unstrut-Hainich-Kreis;975,38;975,41;975,42;975,42;975,43;975,43;975,46;975,47;975,47;975,48;975,48;975,48;975,48;975,49;975,50;975,53;975,55;975,55;975,56;979,69;979,69;979,69
16065;Kyffhäuserkreis;1035,08;1035,09;1035,09;1035,10;1035,10;1035,10;1035,11;1035,12;1035,12;1035,13;1035,10;1035,16;1035,14;1035,16;1035,15;1035,16;1035,17;1035,17;1035,19;1037,91;1037,89;1037,89
16066;Schmalkalden-Meiningen, Landkreis;1210,21;1209,61;1210,16;1210,16;1210,16;1210,14;1210,14;1210,12;1210,14;1210,14;1210,10;1210,13;1210,14;1210,12;1210,13;1210,14;1210,13;1210,13;1210,13;1210,73;1210,73;1210,73
16067;Gotha, Landkreis;935,59;935,65;935,65;935,67;935,67;935,62;935,62;935,64;935,60;935,59;935,59;935,62;935,61;935,61;935,61;935,61;935,61;935,61;935,62;935,89;936,08;936,08
16068;Sömmerda, Landkreis;804,09;804,12;804,12;804,12;804,21;804,29;804,13;804,20;804,16;804,17;804,22;804,23;804,21;804,22;804,18;804,20;804,20;804,17;804,21;806,84;806,84;806,84
16069;Hildburghausen, Landkreis;937,23;937,26;937,25;937,32;937,39;937,41;937,40;937,39;937,39;937,38;937,38;937,36;937,36;937,37;937,40;937,37;937,28;937,27;937,27;938,42;938,42;938,42
16070;Ilm-Kreis;843,32;843,32;843,32;843,32;843,31;843,30;843,30;843,28;843,30;843,30;843,30;843,28;843,27;843,11;843,14;843,14;843,14;843,14;843,14;843,71;843,71;843,71
16071;Weimarer Land, Landkreis;796,14;796,17;803,26;803,26;803,27;803,27;803,26;803,30;803,04;803,03;803,03;803,06;803,06;803,07;803,03;803,04;803,04;803,04;803,04;804,47;804,48;804,48
16072;Sonneberg, Landkreis;433,35;433,34;433,35;433,35;433,34;433,35;433,35;433,38;433,36;433,35;433,36;433,38;433,37;433,50;433,48;433,49;433,49;433,49;433,48;433,61;433,61;433,61
16073;Saalfeld-Rudolstadt, Landkreis;1041,64;1041,64;1034,56;1034,56;1034,55;1034,55;1034,56;1034,58;1034,57;1034,58;1034,60;1034,60;1034,59;1034,59;1034,59;1034,58;1034,58;1034,58;1034,63;1036,03;1036,03;1036,03
16074;Saale-Holzland-Kreis;817,00;817,01;817,04;817,03;817,02;817,01;817,00;816,96;816,99;816,99;816,99;816,94;816,94;816,95;816,98;816,97;816,97;816,97;816,97;815,23;815,25;815,24
16075;Saale-Orla-Kreis;1148,26;1148,25;1148,25;1148,25;1148,27;1148,27;1148,25;1148,44;1148,41;1148,41;1148,40;1148,47;1148,49;1148,52;1148,52;1148,47;1148,47;1148,39;1148,39;1151,30;1151,30;1151,30
16076;Greiz, Landkreis;843,40;843,41;843,41;843,42;843,46;843,48;843,50;843,54;843,51;843,52;843,49;843,51;843,52;843,53;843,50;843,52;843,52;843,53;843,54;845,97;845,98;845,98
16077;Altenburger Land, Landkreis;569,08;569,08;569,09;569,09;569,08;569,08;569,08;569,07;569,08;569,09;569,08;569,08;569,09;569,09;569,08;569,08;569,09;569,10;569,09;569,41;569,41;569,41
__________
"Gebietsfläche:
Berlin (1995-2000):
bezogen auf den Gebietsstand 01.01.2001.

Rheinland-Pfalz:
Landessumme ab 2004 einschließlich des Gebietes ""gemeinsames
deutsch-luxemburgisches Hoheitsgebiet"" von 6,20 qkm.

Sachsen (1995):
bezogen auf den Gebietsstand 01.01.1996."
© Statistisches Bundesamt (Destatis), 2020
Stand: 23.02.2020 / 23:58:09
